statementId,fact,physical,literal language,positive,knowledge,everyday
497,1,1,1,0,0,1
498,0,1,1,0,1,0
499,1,1,1,1,1,1
500,1,0,0,0,1,0
501,1,0,0,0,0,0
502,0,0,0,1,1,1
503,0,0,1,0,1,0
504,0,0,1,0,1,0
505,0,0,1,0,1,0
506,0,0,0,0,1,0
507,0,0,1,0,1,0
508,0,1,0,0,1,1
509,0,0,1,0,1,0
510,0,0,0,0,1,0
511,0,0,1,0,0,1
512,0,0,1,0,0,0
513,0,0,1,0,0,1
514,0,1,0,0,0,1
515,0,0,0,0,1,0
516,0,0,0,0,0,0
517,1,1,1,1,0,0
518,1,0,0,0,0,1
519,1,1,1,1,1,1
520,1,0,0,0,0,0
521,1,1,1,1,1,1
522,1,1,1,1,1,1
523,1,1,0,0,1,1
524,1,1,1,1,1,1
525,1,0,1,1,1,1
526,1,1,1,1,1,1
527,1,1,1,1,1,1
528,1,0,1,0,1,0
529,0,0,0,0,0,0
530,0,0,1,0,1,1
531,0,0,0,0,1,0
532,0,0,1,1,0,1
533,1,1,1,1,1,1
534,0,0,1,1,1,0
535,1,0,1,1,0,1
536,0,0,0,0,0,0
537,1,0,0,0,1,1
538,1,1,1,1,0,0
539,0,0,0,0,1,0
540,1,0,1,0,1,0
541,0,0,0,0,0,1
542,1,0,1,0,1,1
543,1,1,1,1,0,0
544,1,1,0,1,1,1
545,0,0,0,0,0,0
546,0,0,1,0,0,1
547,1,0,1,1,0,1
548,0,0,0,0,0,0
549,0,0,0,0,1,1
550,0,0,1,1,0,0
551,1,0,1,0,0,1
552,1,1,0,1,1,1
553,1,1,1,1,1,1
554,0,1,1,0,1,1
555,1,0,1,0,1,1
556,1,1,1,1,0,1
557,1,1,1,0,1,0
558,0,0,0,0,0,0
559,0,0,1,0,1,0
560,0,0,1,0,1,0
561,0,0,0,0,0,1
562,0,0,0,0,1,1
563,1,0,1,0,1,1
564,0,0,1,0,1,1
565,0,0,0,0,0,1
566,1,0,0,1,0,1
567,0,0,1,0,0,0
568,0,0,1,0,0,0
569,0,0,1,1,0,0
570,0,0,1,0,1,0
571,1,1,1,1,1,1
572,0,1,0,1,1,1
573,1,1,1,0,1,1
574,0,0,0,0,1,1
575,0,0,0,0,0,1
576,1,1,0,1,0,0
577,1,1,1,1,1,1
578,1,1,1,1,1,1
579,1,1,1,1,0,0
580,0,0,1,0,1,1
581,1,1,1,1,0,1
582,1,1,0,1,0,1
583,0,0,1,0,0,1
584,0,0,1,0,0,1
585,1,1,1,1,1,1
586,0,1,1,0,1,0
587,1,1,1,1,1,1
588,0,0,1,0,0,1
589,0,0,1,0,1,1
590,0,1,0,1,1,0
591,1,1,0,0,0,0
592,0,0,0,1,0,1
593,0,0,1,0,1,1
594,0,0,1,0,0,1
595,1,1,0,1,0,0
596,0,0,0,1,0,1
597,1,1,1,1,1,1
598,0,0,1,0,0,1
599,0,0,1,0,1,0
600,0,0,1,0,1,0
601,0,0,1,0,0,0
602,0,1,1,1,1,0
603,0,0,1,0,1,0
604,0,0,0,0,1,0
605,1,0,0,1,1,1
606,0,0,0,0,1,0
607,0,1,0,1,1,0
608,0,0,0,0,0,0
609,0,0,1,0,1,0
610,0,0,1,0,1,1
611,1,1,1,1,0,0
612,1,1,1,1,1,1
613,1,1,1,0,1,0
614,0,1,0,1,1,0
615,0,0,1,0,1,1
616,0,0,1,1,0,1
617,1,1,1,1,1,0
618,0,1,1,0,0,1
619,0,1,1,1,0,0
620,0,1,1,0,1,0
621,0,0,1,0,1,0
622,0,0,1,0,1,1
623,0,0,1,0,0,0
624,1,1,1,1,1,1
625,0,0,1,0,0,0
626,0,0,1,0,0,0
627,1,1,1,1,1,1
628,0,0,0,1,0,1
629,0,0,0,0,0,0
630,0,0,0,0,1,0
631,0,0,1,0,1,1
632,0,0,1,0,0,0
633,1,1,1,1,1,1
634,0,1,1,0,1,0
635,0,0,1,0,0,0
636,1,1,1,0,0,1
637,1,1,1,1,1,0
638,1,1,1,1,0,1
639,0,0,1,0,1,0
640,0,0,1,0,1,1
641,0,1,0,0,1,0
642,1,1,1,0,1,1
643,0,0,1,0,0,1
644,1,1,1,0,1,0
645,0,0,1,0,1,0
646,0,0,0,0,1,1
647,0,0,1,0,0,0
648,0,0,0,0,1,1
649,1,0,1,0,1,1
650,0,0,1,0,1,0
651,0,0,1,0,0,1
652,0,0,1,0,1,0
653,0,0,1,0,0,1
654,1,1,1,1,0,1
655,0,0,0,0,0,0
656,0,0,1,0,0,1
657,0,0,1,0,1,0
658,0,0,1,0,0,0
659,0,0,0,0,0,0
660,1,1,0,1,0,0
661,0,0,1,0,0,1
662,0,0,1,0,0,1
663,1,1,0,0,0,1
664,0,1,1,1,0,1
665,0,0,1,1,1,0
666,0,0,0,0,0,1
667,0,0,0,0,0,0
668,1,0,1,0,0,0
669,0,0,1,0,0,1
670,1,0,0,0,1,1
671,0,0,1,0,1,0
672,0,0,1,1,0,1
673,0,0,1,1,0,1
674,0,0,1,0,1,1
675,0,0,1,0,1,1
676,0,0,1,0,0,1
677,0,0,1,0,1,1
678,1,1,1,1,1,1
679,0,0,0,0,1,0
680,0,0,1,0,1,0
681,1,0,1,1,1,0
682,1,0,0,1,0,0
683,0,0,0,0,1,1
684,0,0,0,0,0,0
685,0,1,1,0,0,0
686,1,1,0,1,0,0
687,1,1,1,1,1,0
688,0,0,1,0,1,0
689,1,1,1,1,0,1
690,0,1,1,0,0,1
691,0,0,1,0,1,0
692,1,1,1,1,0,1
693,1,0,1,0,0,1
694,0,0,1,0,0,1
695,0,0,1,0,1,1
696,0,0,1,0,0,1
697,0,1,1,0,1,0
698,0,0,1,0,0,1
699,0,0,1,1,1,1
700,1,0,1,0,1,1
701,0,1,0,0,1,0
702,0,1,1,1,0,1
703,0,0,0,0,1,1
704,0,0,1,0,1,1
705,0,0,1,0,0,0
706,0,0,1,0,0,1
707,0,0,1,0,1,1
708,0,0,1,0,0,1
709,0,0,0,0,1,1
710,0,1,1,0,1,1
711,1,0,0,1,0,1
712,0,0,0,0,0,0
713,0,0,1,0,0,1
714,0,0,1,0,0,1
715,1,1,1,1,0,0
716,0,1,0,1,0,0
717,1,0,1,0,0,1
718,0,0,1,0,0,1
719,1,0,1,0,0,1
720,1,1,1,1,0,1
721,1,1,1,1,1,0
722,0,0,0,0,0,0
723,0,0,0,0,0,0
724,0,1,0,0,0,0
725,0,0,0,0,0,0
726,1,0,1,0,0,1
727,0,0,0,1,1,0
728,0,1,0,1,0,0
729,1,1,0,1,0,0
730,1,0,1,1,0,0
731,1,0,0,0,0,1
732,1,1,1,1,0,1
733,1,0,1,1,0,0
734,1,1,0,0,0,0
735,0,1,1,1,0,0
736,1,0,1,0,0,0
737,0,0,1,0,0,1
738,1,1,1,1,0,1
739,1,0,1,0,0,1
740,1,0,1,0,0,1
741,0,0,1,0,1,1
742,1,1,1,0,0,0
743,0,1,1,1,0,0
744,1,0,1,0,0,1
745,1,1,0,1,0,0
746,1,1,1,1,0,1
747,0,0,1,0,0,1
748,0,0,0,0,0,0
749,0,1,1,0,0,0
750,1,1,1,1,1,0
751,1,1,1,1,0,0
752,0,0,1,0,0,1
753,0,0,1,0,0,1
754,1,1,1,1,0,0
755,0,0,1,0,0,0
756,0,1,0,0,0,0
757,0,0,1,0,0,1
758,0,0,1,0,0,0
759,0,1,1,1,0,0
760,1,1,1,0,0,0
761,0,0,1,0,0,1
762,0,1,1,0,0,1
763,1,0,0,0,0,0
764,1,0,1,0,1,1
765,1,1,1,1,0,1
766,0,0,1,1,1,1
767,1,1,1,1,0,0
768,1,1,1,1,1,1
769,0,0,1,0,0,1
770,0,0,1,0,1,1
771,0,1,1,1,0,1
772,0,1,0,0,0,1
773,1,1,1,0,0,1
774,1,0,1,0,1,0
775,0,0,1,0,1,1
776,1,1,1,0,0,0
777,1,1,1,0,1,1
778,0,0,1,0,0,1
779,0,1,1,1,0,1
780,0,0,1,0,0,1
781,0,1,1,1,0,0
782,0,1,0,0,1,0
783,1,1,1,0,0,1
784,1,1,0,0,0,0
785,1,0,1,1,0,1
786,1,1,1,1,0,0
787,0,1,1,1,0,0
788,1,0,1,0,0,1
789,1,1,1,1,0,0
790,0,0,1,0,0,1
791,1,0,1,1,0,0
792,1,1,1,0,1,0
793,1,1,1,0,0,0
794,0,0,1,0,0,0
795,1,1,1,1,0,0
796,1,1,1,1,0,1
797,1,1,1,1,0,0
798,0,1,1,1,0,0
799,1,1,0,1,0,0
800,0,1,1,0,1,0
801,1,1,0,0,0,0
802,0,1,1,1,0,0
803,0,0,0,0,1,0
804,0,1,1,1,1,0
805,1,1,1,1,0,1
806,1,0,1,0,0,1
807,1,1,1,1,0,0
808,0,1,0,0,0,1
809,1,1,0,0,0,1
810,0,1,1,1,1,0
811,1,0,1,0,0,1
812,0,0,1,0,0,1
813,1,0,1,0,0,1
814,0,0,1,0,0,1
815,1,1,1,1,1,1
816,1,1,1,1,0,1
817,1,0,1,0,0,1
818,1,1,1,1,0,1
819,1,1,1,0,0,0
820,1,0,1,1,0,1
821,1,1,1,1,0,1
822,0,1,1,0,0,1
823,0,0,1,0,0,1
824,1,1,0,0,1,1
825,0,1,1,0,0,0
826,0,0,1,0,0,1
827,1,1,1,0,1,1
828,0,0,1,0,0,0
829,0,1,0,0,0,0
830,1,0,1,0,0,0
831,1,1,1,1,0,1
832,1,1,1,0,0,1
833,1,1,1,1,0,0
834,1,0,1,0,0,1
835,1,1,1,0,0,0
836,1,0,1,1,0,1
837,1,1,0,0,0,0
838,1,0,0,1,0,1
839,0,1,0,0,0,0
840,1,1,1,1,0,0
841,0,0,1,0,1,1
842,0,1,0,1,0,1
843,0,0,1,0,1,1
844,0,1,1,1,0,0
845,1,1,0,0,0,0
846,0,0,1,0,0,1
847,0,1,1,1,0,0
848,1,1,0,0,0,1
849,1,1,1,0,1,1
850,1,1,1,0,0,1
851,0,1,1,1,0,1
852,0,0,1,0,0,0
853,0,1,1,0,0,1
854,0,1,0,1,0,0
855,1,0,1,1,0,0
856,1,1,1,1,0,0
857,1,1,1,1,0,0
858,1,0,1,0,0,1
859,1,1,1,0,0,0
860,1,0,1,0,1,1
861,0,1,1,1,0,0
862,0,0,1,1,0,0
863,1,1,0,0,0,1
864,0,1,0,1,0,0
865,0,0,1,0,0,0
866,1,1,1,1,0,0
867,1,1,1,0,0,1
868,1,1,1,0,1,0
869,0,0,1,0,0,1
870,1,1,1,1,0,0
871,1,0,1,0,0,1
872,1,1,1,1,0,0
873,1,1,0,0,0,1
874,1,0,1,0,0,0
875,0,0,1,0,0,1
876,1,1,1,1,0,0
877,0,1,1,1,1,0
878,0,1,1,1,0,0
879,0,1,1,1,0,0
880,0,0,1,0,0,0
881,0,0,0,0,0,1
882,0,0,0,0,0,1
883,0,0,0,1,0,0
884,1,0,1,1,0,0
885,1,1,1,1,0,0
886,0,0,1,0,0,1
887,0,0,1,0,0,1
888,1,1,1,0,0,1
889,0,0,1,0,0,1
890,1,1,1,1,0,1
891,0,1,1,1,0,0
892,1,1,1,0,0,1
893,0,1,0,1,0,0
894,0,1,0,1,0,0
895,1,1,1,1,0,1
896,1,1,1,0,0,1
897,1,1,1,1,0,1
898,1,1,1,0,0,1
899,1,0,1,0,0,1
900,1,0,1,0,0,1
901,1,0,1,0,0,1
902,0,1,0,0,0,1
903,0,1,1,1,0,1
904,1,1,1,1,0,0
905,1,1,0,1,0,1
906,1,1,1,1,0,0
907,0,0,1,0,0,1
908,0,1,0,1,0,0
909,1,1,1,1,0,0
910,1,1,1,0,0,1
911,0,0,1,1,0,0
912,0,0,1,0,0,1
913,1,0,1,0,0,1
914,0,0,1,0,0,1
915,0,0,1,0,1,1
916,1,0,1,1,0,0
917,0,1,1,1,0,0
918,0,1,1,1,0,1
919,0,0,1,0,0,1
920,1,1,1,0,0,0
921,1,1,1,1,0,1
922,0,0,1,0,1,1
923,0,1,1,0,1,0
924,1,0,1,1,1,1
925,1,1,1,1,0,0
926,1,0,1,0,0,1
927,0,0,1,0,0,1
928,1,1,1,1,0,0
929,0,0,1,0,0,0
930,0,0,1,0,0,1
931,0,0,1,0,0,1
932,1,1,1,1,0,0
933,1,1,1,1,0,0
934,0,1,1,0,0,0
935,0,1,1,1,0,0
936,1,1,1,1,1,1
937,1,1,1,0,0,0
938,1,0,1,0,1,1
939,0,0,0,0,1,1
940,1,1,1,1,0,0
941,1,1,0,1,0,1
942,0,0,0,1,0,0
943,0,0,0,0,1,0
944,1,1,1,1,1,0
945,1,1,1,0,0,1
946,1,0,0,1,1,1
947,1,1,0,1,0,1
948,0,0,1,0,1,0
949,1,1,1,1,0,1
950,1,1,0,0,0,0
951,0,1,1,0,0,1
952,1,1,1,1,0,0
953,1,0,1,0,0,1
954,1,0,1,0,0,1
955,1,0,1,0,0,1
956,0,0,1,0,0,1
957,1,1,1,1,0,1
958,0,0,1,0,0,0
959,0,0,1,0,0,1
960,1,1,1,1,0,1
961,1,1,1,0,0,1
962,0,1,1,0,0,1
963,0,0,0,1,0,1
964,1,0,1,0,0,1
965,1,1,1,1,0,0
966,1,1,1,0,0,1
967,0,0,1,0,0,1
968,0,0,1,0,0,1
969,0,1,1,1,0,0
970,1,1,1,1,1,0
971,1,1,1,1,0,1
972,0,1,1,0,0,1
973,1,1,1,0,0,0
974,1,0,1,0,0,1
975,0,0,1,1,0,1
976,0,0,1,0,0,0
977,1,1,1,1,0,1
978,1,0,1,0,0,0
979,0,1,1,0,1,0
980,0,1,0,1,0,0
981,1,1,1,0,0,1
982,0,0,1,0,0,1
983,1,1,1,1,0,1
984,0,0,1,1,1,1
985,1,0,1,1,0,1
986,0,0,0,0,0,1
987,0,0,1,0,0,1
988,0,0,1,0,0,1
989,0,0,1,0,0,1
990,1,1,0,1,0,1
991,0,1,0,1,1,0
992,0,0,0,0,0,1
993,1,1,1,0,0,1
994,1,0,1,0,0,1
995,0,0,1,0,0,1
996,1,1,1,0,1,1
