statementId,fact,physical,literal language,positive,knowledge,everyday
997,1,0,1,0,0,1
998,0,0,0,0,0,1
999,0,0,1,0,0,1
1000,1,0,1,0,1,1
1001,1,1,0,1,0,1
1002,0,1,1,1,1,0
1003,1,0,1,0,0,1
1004,1,1,1,0,0,1
1005,0,0,1,0,0,1
1006,1,0,1,0,1,1
1007,0,0,1,0,0,1
1008,1,0,1,1,0,1
1009,0,0,1,0,0,1
1010,1,1,1,1,0,1
1011,1,1,1,0,0,1
1012,1,1,1,1,0,1
1013,1,1,1,1,0,0
1014,1,1,1,0,0,1
1015,0,0,1,0,0,1
1016,1,1,1,0,0,0
1017,0,1,1,0,1,0
1018,0,0,1,0,0,1
1019,1,1,0,0,0,0
1020,0,1,1,0,0,1
1021,1,0,1,0,0,1
1022,0,0,1,0,0,1
1023,1,1,0,0,0,1
1024,1,1,1,1,0,0
1025,0,0,1,0,0,1
1026,0,1,0,1,0,0
1027,1,1,1,0,0,0
1028,0,1,1,0,0,0
1029,0,0,1,0,0,0
1030,1,0,1,0,0,1
1031,1,1,1,1,0,0
1032,1,1,1,0,1,0
1033,0,0,1,0,0,1
1034,1,1,1,1,0,0
1035,1,1,1,1,0,0
1036,1,1,1,0,1,1
1037,1,1,1,1,0,1
1038,1,1,1,1,0,0
1039,1,0,1,0,0,1
1040,0,1,1,1,0,1
1041,1,1,1,0,1,1
1042,0,0,1,0,1,1
1043,0,1,1,1,0,1
1044,0,0,1,0,0,1
1045,0,0,1,0,0,1
1046,0,0,1,0,0,1
1047,0,1,1,1,1,0
1048,1,1,1,0,0,1
1049,1,1,1,0,0,0
1050,0,0,1,0,0,1
1051,1,0,1,0,1,1
1052,0,0,1,1,0,1
1053,1,1,1,1,0,1
1054,0,0,1,0,0,1
1055,1,1,0,1,0,0
1056,0,1,1,1,0,0
1057,0,1,1,0,0,0
1058,1,1,1,0,0,0
1059,1,1,1,1,0,1
1060,1,1,1,0,0,0
1061,1,1,1,1,0,0
1062,0,0,0,1,0,1
1063,1,0,1,0,0,1
1064,1,1,1,0,0,0
1065,1,0,1,0,0,1
1066,0,0,1,1,1,1
1067,0,1,1,1,0,1
1068,0,0,1,0,0,0
1069,0,0,1,0,1,1
1070,0,0,0,0,0,0
1071,1,0,1,0,0,1
1072,1,0,1,0,0,1
1073,0,0,1,0,0,1
1074,0,1,0,1,1,0
1075,1,1,0,0,1,0
1076,1,1,1,0,1,0
1077,0,0,1,0,0,1
1078,1,1,0,1,1,1
1079,1,1,1,1,0,0
1080,0,0,1,0,0,1
1081,0,1,1,0,0,1
1082,1,1,1,1,0,0
1083,1,0,1,0,0,1
1084,1,0,1,0,0,1
1085,1,1,1,1,0,1
1086,1,1,1,0,1,1
1087,0,0,1,0,0,1
1088,0,0,1,0,0,1
1089,0,1,1,1,0,0
1090,1,1,1,1,0,0
1091,0,0,1,1,0,0
1092,1,1,1,1,0,1
1093,1,1,1,0,0,1
1094,1,1,0,0,0,0
1095,1,0,1,0,0,1
1096,1,1,1,1,0,0
1097,0,1,0,1,0,1
1098,0,0,1,1,0,1
1099,1,1,1,0,0,1
1100,1,1,1,1,0,1
1101,1,1,1,0,0,0
1102,1,0,1,0,0,0
1103,1,1,1,0,0,1
1104,0,0,1,0,0,1
1105,1,1,1,1,1,0
1106,0,0,1,0,0,1
1107,1,0,0,0,1,1
1108,1,1,0,1,0,0
1109,0,1,1,1,0,0
1110,0,0,1,0,1,0
1111,1,1,1,1,0,0
1112,1,0,1,1,0,1
1113,1,1,0,1,0,0
1114,0,0,1,0,0,1
1115,1,1,1,1,0,0
1116,0,0,1,0,0,1
1117,1,0,1,0,0,1
1118,1,0,0,1,0,1
1119,0,0,1,0,0,1
1120,0,0,1,0,0,1
1121,0,0,1,1,0,1
1122,0,1,1,0,0,0
1123,0,0,0,0,0,1
1124,1,1,1,0,0,0
1125,0,0,1,0,0,1
1126,0,0,1,0,1,1
1127,0,1,1,1,1,0
1128,1,0,1,0,1,1
1129,0,0,1,0,0,1
1130,0,0,1,0,1,1
1131,0,0,1,1,0,1
1132,0,0,1,0,0,1
1133,1,0,1,0,0,1
1134,1,1,1,1,0,0
1135,1,0,1,0,0,1
1136,0,1,1,0,0,1
1137,1,1,0,1,0,1
1138,0,0,1,0,0,1
1139,0,1,1,1,0,1
1140,0,0,1,0,0,1
1141,1,1,1,0,0,1
1142,0,0,1,1,0,0
1143,0,1,1,1,0,0
1144,1,1,1,1,1,0
1145,1,1,1,0,0,1
1146,1,1,1,0,0,0
1147,1,1,1,1,0,1
1148,0,0,1,0,0,1
1149,0,0,1,0,0,1
1150,0,0,1,0,0,1
1151,1,1,1,1,0,0
1152,0,1,1,0,1,0
1153,1,1,1,1,0,1
1154,1,1,1,0,0,0
1155,0,1,1,1,0,1
1156,1,1,1,1,0,0
1157,0,0,0,0,0,1
1158,0,1,0,1,0,0
1159,0,1,1,0,1,1
1160,0,0,1,0,0,1
1161,0,0,1,0,0,1
1162,0,1,1,1,0,0
1163,0,0,1,0,0,1
1164,1,0,1,0,0,1
1165,0,0,0,0,1,1
1166,0,0,1,0,0,1
1167,1,0,1,0,0,1
1168,1,1,1,0,0,0
1169,1,1,1,0,0,1
1170,0,1,1,1,0,0
1171,0,1,0,0,0,0
1172,0,0,1,0,0,0
1173,1,1,1,0,0,1
1174,1,1,1,1,0,1
1175,0,0,0,0,1,1
1176,0,1,1,0,1,1
1177,1,1,1,0,1,1
1178,0,0,1,0,0,0
1179,1,0,1,1,0,1
1180,0,1,1,0,0,1
1181,1,1,1,1,1,1
1182,1,1,1,1,0,0
1183,0,1,1,0,0,0
1184,1,1,1,1,0,0
1185,0,1,1,0,1,0
1186,1,1,1,0,0,0
1187,0,0,1,1,1,1
1188,1,1,1,1,0,0
1189,1,0,0,1,1,1
1190,1,1,1,1,0,0
1191,0,0,1,0,1,1
1192,1,1,0,1,0,1
1193,0,0,1,0,0,0
1194,0,0,1,1,0,1
1195,0,0,1,0,0,1
1196,0,0,1,0,1,1
1197,0,0,0,0,1,0
1198,0,1,1,0,0,0
1199,1,0,0,0,0,1
1200,0,0,0,0,0,0
1201,1,1,1,1,0,1
1202,1,0,1,0,0,0
1203,0,0,1,1,0,1
1204,0,0,1,0,0,1
1205,0,0,1,0,0,1
1206,0,0,1,0,0,1
1207,0,0,1,0,0,1
1208,0,0,1,0,1,1
1209,1,1,1,0,1,1
1210,1,1,1,0,0,1
1211,0,0,0,0,0,0
1212,1,1,1,1,0,0
1213,1,1,1,0,0,1
1214,1,1,1,0,0,0
1215,1,1,1,0,0,0
1216,1,1,1,1,0,1
1217,1,1,1,1,0,1
1218,1,0,1,1,1,1
1219,0,0,1,0,1,1
1220,0,0,1,1,0,1
1221,1,1,1,1,0,0
1222,1,0,1,0,1,1
1223,1,1,1,0,1,0
1224,1,1,1,1,0,0
1225,0,0,0,1,1,1
1226,0,0,1,0,0,1
1227,1,1,1,0,0,1
1228,1,1,1,0,0,0
1229,1,1,1,0,0,0
1230,0,1,1,1,1,0
1231,0,0,0,0,0,1
1232,0,1,1,1,0,0
1233,1,1,1,0,0,0
1234,1,1,1,1,0,0
1235,1,1,1,0,0,1
1236,0,0,1,0,0,0
1237,0,0,1,0,0,1
1238,0,0,0,0,0,0
1239,0,1,1,1,0,0
1240,1,1,1,1,0,0
1241,1,1,1,1,1,0
1242,0,0,1,0,0,1
1243,0,0,1,0,0,1
1244,0,0,1,0,0,1
1245,0,0,1,0,0,0
1246,0,1,1,1,0,0
1247,0,1,0,0,0,1
1248,1,0,1,0,0,1
1249,0,0,1,0,0,1
1250,0,0,1,0,0,1
1251,1,0,1,0,0,0
1252,1,1,1,1,0,0
1253,1,0,1,0,0,1
1254,1,0,1,0,0,1
1255,0,1,1,1,0,0
1256,0,0,1,0,0,1
1257,1,1,1,1,0,0
1258,1,1,1,1,0,0
1259,0,1,1,1,1,0
1260,1,1,0,0,0,1
1261,1,1,1,1,0,1
1262,1,0,1,0,0,1
1263,1,0,1,0,0,1
1264,0,0,1,1,0,0
1265,0,1,1,0,0,0
1266,1,1,1,1,0,0
1267,1,0,1,0,0,0
1268,0,1,0,1,1,0
1269,1,1,1,1,1,1
1270,0,1,1,1,0,0
1271,0,0,1,0,0,1
1272,0,1,1,1,0,0
1273,1,1,1,1,0,0
1274,1,0,1,0,0,1
1275,0,1,1,1,1,1
1276,0,0,1,0,0,1
1277,0,0,1,0,0,1
1278,1,1,1,1,0,0
1279,1,1,1,0,0,1
1280,1,1,1,1,0,1
1281,1,0,1,0,0,1
1282,1,1,1,1,0,0
1283,1,1,1,1,0,0
1284,0,1,1,1,0,0
1285,0,0,1,0,0,1
1286,1,1,1,1,0,0
1287,0,0,1,0,0,1
1288,0,1,1,0,0,0
1289,0,1,0,1,1,1
1290,1,1,1,1,0,0
1291,0,1,1,1,0,0
1292,1,1,1,0,0,1
1293,0,0,1,0,0,1
1294,1,1,1,1,0,0
1295,0,0,1,0,0,0
1296,0,1,1,0,0,0
1297,0,0,1,0,0,1
1298,0,1,1,1,0,0
1299,1,1,1,1,0,0
1300,0,1,1,1,1,0
1301,1,0,1,0,0,1
1302,0,1,0,0,0,1
1303,1,1,1,1,0,0
1304,0,1,1,1,0,0
1305,1,1,1,1,0,1
1306,1,1,0,0,0,0
1307,0,0,1,0,0,1
1308,0,1,1,1,0,0
1309,0,0,1,0,0,0
1310,1,1,1,1,0,0
1311,1,1,1,1,0,0
1312,1,1,1,1,0,0
1313,1,0,1,0,0,1
1314,0,0,1,1,0,1
1315,1,0,1,0,0,1
1316,0,1,1,1,0,0
1317,0,0,1,0,0,1
1318,0,0,1,0,1,1
1319,0,0,1,0,0,1
1320,0,1,1,0,0,0
1321,1,1,1,1,0,1
1322,1,1,1,1,0,1
1323,1,1,0,1,1,0
1324,0,1,1,1,0,0
1325,0,0,1,0,0,1
1326,0,1,1,1,0,0
1327,0,1,1,1,0,0
1328,1,0,1,0,0,1
1329,1,1,1,1,0,0
1330,0,0,1,0,0,1
1331,0,0,1,0,0,1
1332,0,0,1,0,1,1
1333,1,1,1,1,0,0
1334,0,1,0,0,0,1
1335,1,1,1,1,0,1
1336,0,1,1,0,0,0
1337,1,1,1,1,0,1
1338,0,1,1,1,0,0
1339,1,1,1,1,0,1
1340,0,1,1,1,0,0
1341,1,1,1,1,0,0
1342,1,1,1,1,0,0
1343,1,1,1,0,0,1
1344,0,0,1,1,1,1
1345,1,1,1,1,0,0
1346,0,0,0,0,0,1
1347,0,0,1,0,0,1
1348,1,1,1,1,0,0
1349,1,1,1,1,0,0
1350,1,1,1,1,0,1
1351,1,0,1,0,0,0
1352,0,0,1,0,0,0
1353,0,0,0,0,0,0
1354,0,0,1,0,0,1
1355,1,1,1,0,1,0
1356,1,0,0,0,0,0
1357,0,0,1,0,0,1
1358,1,1,1,0,0,1
1359,0,0,1,1,1,1
1360,0,0,1,0,0,1
1361,0,0,1,0,0,1
1362,1,0,1,0,0,1
1363,0,0,0,1,0,0
1364,1,1,1,1,0,0
1365,0,0,1,0,0,1
1366,1,1,1,1,0,0
1367,1,1,1,1,0,0
1368,0,0,1,0,0,1
1369,1,1,1,1,0,1
1370,1,0,1,0,0,0
1371,0,1,1,0,0,1
1372,0,0,1,0,0,0
1373,1,1,1,1,0,1
1374,1,1,0,0,0,1
1375,0,0,1,0,0,1
1376,1,1,0,1,0,1
1377,0,0,0,1,0,1
1378,0,1,1,1,0,0
1379,1,0,1,0,0,0
1380,1,1,1,1,0,1
1381,1,0,1,1,0,0
1382,0,0,1,0,0,1
1383,1,0,1,0,0,1
1384,0,0,0,1,0,0
1385,0,1,1,1,0,1
1386,1,1,1,1,0,1
1387,0,0,1,0,0,1
1388,0,0,1,0,1,1
1389,0,0,1,0,0,0
1390,1,1,1,0,1,0
1391,0,0,0,0,0,1
1392,0,0,0,0,0,1
1393,0,0,1,0,0,1
1394,1,0,0,0,0,0
1395,1,0,1,0,0,1
1396,0,1,1,0,0,0
1397,0,0,1,1,0,0
1398,1,1,0,0,0,0
1399,1,1,1,0,0,1
1400,0,0,1,0,0,1
1401,0,0,1,0,0,1
1402,0,0,1,1,0,0
1403,0,0,1,0,0,1
1404,1,0,1,0,1,1
1405,0,1,1,1,0,0
1406,1,0,1,0,0,1
1407,0,1,1,0,1,0
1408,0,0,1,0,1,1
1409,0,0,1,1,0,0
1410,1,0,1,1,0,1
1411,1,1,1,1,0,1
1412,1,0,1,0,1,0
1413,1,0,1,0,0,1
1414,0,1,0,1,0,0
1415,1,0,1,0,0,1
1416,0,0,1,0,0,1
1417,0,1,1,1,0,0
1418,0,0,1,1,0,1
1419,1,1,1,0,0,0
1420,0,0,1,0,0,1
1421,1,1,0,1,0,1
1422,0,0,1,0,0,1
1423,1,1,1,1,0,1
1424,0,0,1,0,0,1
1425,0,1,1,1,0,0
1426,0,0,1,0,0,1
1427,0,1,1,0,1,1
1428,1,1,1,1,1,1
1429,1,1,1,1,0,1
1430,0,0,1,1,1,0
1431,1,0,1,1,0,1
1432,0,1,1,1,0,0
1433,1,1,1,1,0,1
1434,0,1,1,0,0,0
1435,0,0,1,0,0,1
1436,1,1,1,0,0,0
1437,1,1,1,1,0,0
1438,0,0,1,0,0,1
1439,0,0,1,0,0,1
1440,0,1,1,0,0,1
1441,1,1,1,0,0,1
1442,1,0,1,1,0,1
1443,1,0,1,0,0,1
1444,0,0,1,0,0,1
1445,0,0,1,0,1,1
1446,0,1,1,1,0,1
1447,0,0,1,0,0,1
1448,0,0,1,0,0,1
1449,0,0,1,0,0,1
1450,0,1,1,0,0,0
1451,0,1,1,1,0,0
1452,0,0,1,0,1,1
1453,0,1,0,0,0,1
1454,1,1,1,0,0,1
1455,1,1,1,1,1,1
1456,1,1,1,1,0,0
1457,0,1,1,0,1,1
1458,0,0,1,0,0,1
1459,0,0,1,0,0,1
1460,1,1,1,1,0,1
1461,1,1,1,1,1,0
1462,0,0,0,0,0,1
1463,0,0,1,0,0,1
1464,0,0,0,0,0,0
1465,0,0,1,0,0,1
1466,0,1,0,1,0,0
1467,1,1,0,0,1,0
1468,1,1,1,1,0,0
1469,1,0,1,0,1,1
1470,1,1,1,1,0,0
1471,1,0,1,0,0,1
1472,0,0,1,0,0,1
1473,0,0,1,0,0,1
1474,0,0,1,0,0,0
1475,1,1,1,0,0,1
1476,1,1,1,1,0,0
1477,1,0,1,0,1,1
1478,0,0,1,0,0,1
1479,0,0,1,0,0,1
1480,1,1,1,0,1,0
1481,0,0,1,0,1,1
1482,0,1,1,1,0,0
1483,1,0,1,0,0,1
1484,0,0,1,0,0,1
1485,0,1,1,1,0,0
1486,0,0,1,0,1,1
1487,0,1,1,0,0,1
1488,1,1,1,1,1,1
1489,0,0,1,0,0,1
1490,1,1,0,1,0,0
1491,0,0,1,0,0,1
1492,0,0,1,0,0,1
1493,0,0,1,0,0,1
1494,1,0,0,0,1,1
1495,1,0,1,0,0,1
1496,1,1,0,1,0,0
1497,0,1,1,1,1,1
1498,0,0,1,0,0,1
1499,1,1,0,0,0,0
1500,1,1,1,0,0,0
1501,0,0,1,0,0,1
1502,1,1,1,1,0,1
1503,1,0,1,1,0,1
1504,1,0,1,0,1,1
1505,0,1,0,0,0,0
1506,1,1,0,0,1,1
1507,1,1,1,0,0,0
1508,1,0,1,0,0,1
1509,0,0,1,0,0,1
1510,1,1,0,0,0,1
1511,0,0,1,0,0,1
1512,1,0,1,0,1,1
1513,0,0,1,0,0,1
1514,0,0,1,0,0,1
1515,0,0,1,0,0,1
1516,0,0,1,0,0,1
1517,0,0,1,0,0,1
1518,0,0,1,0,0,1
1519,0,0,1,0,0,1
1520,0,0,1,0,0,1
1521,1,1,1,0,0,1
1522,0,0,1,0,0,1
1523,1,0,1,0,0,1
1524,0,0,1,0,0,1
1525,0,0,1,0,0,1
1526,0,0,1,0,0,1
1527,0,0,0,0,0,1
1528,0,0,1,0,0,1
1529,0,0,1,0,0,0
1530,0,0,1,1,0,1
1531,1,0,1,0,0,1
1532,0,0,1,0,0,1
1533,0,0,1,0,0,1
1534,0,0,0,0,0,1
1535,0,0,1,0,0,1
1536,0,0,1,0,0,0
1537,0,0,1,0,0,1
1538,0,0,0,0,1,0
1539,0,0,1,0,0,1
1540,0,0,1,0,0,0
1541,0,0,1,0,0,0
1542,1,1,0,1,0,0
1543,0,0,1,0,0,1
1544,0,0,1,0,0,1
1545,0,0,1,0,0,1
1546,1,1,1,0,0,1
1547,0,0,1,0,0,1
1548,0,0,1,0,0,1
1549,0,0,1,0,0,1
1550,1,0,1,0,0,1
1551,0,0,1,0,0,1
1552,0,0,0,0,0,1
1553,0,0,1,0,0,1
1554,0,0,1,0,0,0
1555,0,0,1,0,0,1
1556,0,0,1,0,0,1
1557,0,0,1,0,0,1
1558,0,0,1,0,0,1
1559,0,0,1,0,0,1
1560,0,0,1,0,0,1
1561,0,0,1,0,0,1
1562,0,0,1,0,0,1
1563,1,0,1,0,0,1
1564,1,0,1,1,0,1
1565,0,0,1,0,0,1
1566,0,0,1,0,0,1
1567,1,0,1,0,0,1
1568,1,0,1,1,1,1
1569,0,1,1,0,1,1
1570,1,0,1,0,1,1
1571,0,0,1,0,0,1
1572,0,0,1,0,0,1
1573,0,0,1,0,1,1
1574,1,0,1,1,0,1
1575,1,0,1,0,0,1
1576,0,0,1,0,1,1
1577,0,0,1,0,0,1
1578,0,0,1,0,0,1
1579,0,0,1,0,0,0
1580,1,0,1,0,1,1
1581,0,0,1,0,1,1
1582,0,0,1,0,1,1
1583,1,0,1,0,1,1
1584,0,0,1,0,0,1
1585,0,0,1,0,0,1
1586,0,0,1,0,0,1
1587,0,0,1,0,0,1
1588,1,0,1,0,1,1
1589,1,0,1,0,0,1
1590,0,0,1,0,0,1
1591,1,0,1,0,0,1
1592,0,0,1,0,0,1
1593,0,0,1,0,1,1
1594,1,0,1,1,0,1
1595,0,0,1,0,0,1
1596,0,0,1,0,0,1
1597,0,0,1,0,0,1
1598,1,0,1,1,0,1
1599,1,0,1,0,0,1
1600,0,0,1,0,0,0
1601,0,0,1,0,0,0
1602,0,0,1,0,0,1
1603,1,0,1,0,0,1
1604,1,0,1,0,1,1
1605,0,0,1,0,0,1
1606,0,0,1,0,0,1
1607,0,0,1,0,0,1
1608,0,0,1,0,0,1
1609,0,0,1,0,0,1
1610,0,0,1,0,0,1
1611,0,0,0,0,0,1
1612,1,0,0,0,0,1
1613,1,0,1,0,0,1
1614,0,0,1,0,0,1
1615,0,0,0,0,0,1
1616,0,0,0,0,0,1
1617,1,1,1,0,0,1
1618,0,0,0,1,0,0
1619,0,0,1,0,0,1
1620,1,0,1,0,0,1
1621,0,0,1,0,0,1
1622,0,0,1,0,0,1
1623,0,0,1,0,0,1
1624,0,0,1,0,0,1
1625,0,0,1,0,1,1
1626,1,1,0,1,0,1
1627,1,0,1,1,1,1
1628,0,0,1,0,1,1
1629,0,0,1,0,0,1
1630,0,0,1,0,1,1
1631,0,0,0,0,0,1
1632,0,0,0,0,0,1
1633,0,0,1,0,0,1
1634,0,0,1,0,1,1
1635,0,0,1,0,0,1
1636,1,0,1,0,1,1
1637,0,0,1,0,0,1
1638,0,0,1,0,0,1
1639,0,0,0,0,0,1
1640,0,0,1,0,0,1
1641,0,0,1,0,0,1
1642,0,0,0,0,0,0
1643,0,0,1,0,0,1
1644,0,0,1,0,0,1
1645,0,0,1,0,0,1
1646,0,0,0,0,0,1
1647,0,0,1,0,0,1
1648,0,0,1,0,0,0
1649,0,0,1,0,0,1
1650,0,0,1,0,0,1
1651,1,0,1,1,0,1
1652,1,0,1,0,0,1
1653,1,0,0,1,1,1
1654,0,0,1,0,0,1
1655,0,0,1,0,0,1
1656,0,0,1,0,0,1
1657,0,0,1,0,0,1
1658,0,0,1,0,0,1
1659,0,0,0,0,0,1
1660,0,0,1,0,0,1
1661,0,0,1,0,0,1
1662,0,0,1,1,1,1
1663,0,0,1,0,0,1
1664,0,0,1,0,0,1
1665,0,0,1,0,0,1
1666,0,0,1,0,0,1
1667,0,0,1,0,0,1
1668,1,1,1,1,0,1
1669,0,0,1,0,0,1
1670,1,0,1,0,0,1
1671,0,0,1,0,0,1
1672,0,0,1,0,0,1
1673,0,0,1,0,0,1
1674,0,0,1,0,0,0
1675,0,0,1,0,0,1
1676,0,0,1,0,0,1
1677,0,0,1,0,0,1
1678,1,0,1,0,0,1
1679,0,0,1,0,0,1
1680,0,0,1,0,0,1
1681,0,0,1,0,0,1
1682,0,0,1,0,0,1
1683,0,0,1,0,1,1
1684,0,0,1,0,1,1
1685,0,0,1,0,0,1
1686,0,0,1,0,0,1
1687,0,0,1,0,0,1
1688,0,0,1,0,0,1
1689,1,0,1,0,0,1
1690,0,0,1,0,0,1
1691,0,0,1,0,0,1
1692,0,0,1,0,0,1
1693,1,0,1,0,0,1
1694,0,0,1,0,0,1
1695,0,0,1,0,1,1
1696,0,0,1,0,0,1
1697,0,0,1,0,0,1
1698,0,0,1,0,0,0
1699,0,0,1,0,0,1
1700,0,0,1,0,0,1
1701,0,0,1,0,0,1
1702,0,0,1,0,0,1
1703,0,0,0,0,0,1
1704,0,0,1,0,0,1
1705,1,1,1,0,0,1
1706,1,0,1,0,1,1
1707,0,0,1,0,0,1
1708,0,0,1,0,0,1
1709,1,0,1,0,0,1
1710,0,0,1,0,0,1
1711,0,0,1,0,0,1
1712,0,0,1,0,0,1
1713,0,0,0,0,0,1
1714,0,0,1,0,0,1
1715,0,0,1,0,0,1
1716,0,0,1,0,0,1
1717,0,0,1,0,0,1
1718,0,0,1,0,0,1
1719,0,0,1,0,0,1
1720,1,0,1,1,1,1
1721,1,0,1,1,0,1
1722,0,0,1,0,0,1
1723,0,0,1,0,0,1
1724,0,0,1,0,0,1
1725,0,0,1,0,0,1
1726,0,0,1,0,0,1
1727,0,0,0,0,0,1
1728,0,0,1,0,0,1
1729,0,0,1,0,0,1
1730,0,0,1,0,0,1
1731,0,0,1,0,1,1
1732,0,0,1,0,0,1
1733,0,0,1,0,0,1
1734,0,0,1,1,0,1
1735,0,0,1,0,0,1
1736,1,0,1,0,0,1
1737,0,0,1,0,0,1
1738,0,0,1,0,0,1
1739,1,0,1,1,1,1
1740,1,0,1,1,0,1
1741,1,0,1,0,0,1
1742,0,0,1,0,0,1
1743,0,0,1,0,1,1
1744,0,0,1,0,0,1
1745,0,0,1,0,0,1
1746,0,0,1,0,0,1
1747,0,0,1,0,0,1
1748,0,0,0,0,1,1
1749,0,0,1,0,0,1
1750,0,0,0,0,0,0
1751,1,1,1,0,1,1
1752,0,0,0,0,0,1
1753,0,0,1,0,0,1
1754,0,0,1,0,1,1
1755,0,0,1,1,0,1
1756,1,0,1,0,0,1
1757,0,0,1,0,0,1
1758,1,0,1,1,1,1
1759,0,0,1,0,0,1
1760,0,0,1,0,0,0
1761,0,0,0,0,0,1
1762,0,0,1,0,0,1
1763,1,0,1,1,0,1
1764,0,0,1,0,0,0
1765,0,0,1,0,0,1
1766,0,0,1,0,0,1
1767,0,0,1,0,0,1
1768,0,0,1,0,0,1
1769,1,1,1,0,0,1
1770,0,0,1,0,0,1
1771,0,0,1,0,0,1
1772,0,0,1,0,0,1
1773,1,0,0,0,0,0
1774,1,0,1,0,1,1
1775,0,0,1,1,0,1
1776,0,0,1,0,0,1
1777,1,0,1,0,0,1
1778,1,0,1,0,0,1
1779,0,0,1,0,0,1
1780,0,0,1,0,0,1
1781,0,0,1,0,0,1
1782,0,0,1,0,0,1
1783,1,1,1,0,0,1
1784,0,0,1,0,0,1
1785,0,0,1,0,0,0
1786,0,0,1,0,0,1
1787,0,0,1,0,0,1
1788,0,0,1,0,0,1
1789,0,0,1,0,0,1
1790,0,1,1,0,0,1
1791,0,0,1,0,0,1
1792,1,1,1,1,0,1
1793,0,0,1,0,0,1
1794,0,0,1,0,0,0
1795,0,0,0,0,0,1
1796,0,0,1,0,0,1
1797,0,1,1,1,0,1
1798,1,1,1,1,0,1
1799,1,1,1,0,1,1
1800,0,1,1,0,0,1
1801,0,0,1,0,0,1
1802,1,0,1,0,0,1
1803,1,1,1,1,0,1
1804,0,0,1,0,0,1
1805,0,0,0,0,0,1
1806,0,0,1,0,0,1
1807,0,0,1,1,0,1
1808,0,0,1,0,0,1
1809,0,0,1,0,0,1
1810,0,0,1,0,0,1
1811,0,0,1,0,0,1
1812,0,0,1,0,0,1
1813,0,0,1,0,0,1
1814,0,0,1,0,0,1
1815,0,0,1,0,0,1
1816,1,1,1,0,0,1
1817,0,0,1,0,0,1
1818,0,0,1,0,0,1
1819,0,0,1,0,0,1
1820,0,0,1,0,0,0
1821,0,0,1,0,0,1
1822,0,0,1,0,0,1
1823,0,1,1,0,1,1
1824,0,1,0,0,0,1
1825,0,0,1,0,1,1
1826,1,1,1,0,0,1
1827,0,0,1,0,0,1
1828,0,0,1,0,0,1
1829,0,0,1,0,0,1
1830,1,1,0,1,0,1
1831,1,0,1,0,0,1
1832,0,0,1,0,0,1
1833,1,0,1,0,0,1
1834,1,1,1,1,1,0
1835,0,0,1,0,0,1
1836,0,0,1,0,0,1
1837,1,0,1,1,0,1
1838,0,1,0,0,0,0
1839,1,0,1,0,1,1
1840,0,1,1,0,0,1
1841,0,0,1,0,0,1
1842,0,0,1,0,0,1
1843,0,0,1,0,0,1
1844,0,0,1,0,0,1
1845,0,1,0,0,0,1
1846,0,0,1,0,0,1
1847,0,0,1,0,0,1
1848,0,0,0,0,0,1
1849,1,1,0,0,0,1
1850,0,0,1,0,0,1
1851,0,0,1,0,0,1
1852,0,0,1,0,0,1
1853,0,0,1,0,0,1
1854,0,0,1,0,0,1
1855,0,0,1,0,0,1
1856,0,0,1,0,0,1
1857,1,0,1,1,0,1
1858,0,1,1,0,0,0
1859,0,0,1,0,0,1
1860,0,0,1,0,0,1
1861,1,0,1,0,0,1
1862,0,0,1,0,0,1
1863,0,0,1,0,0,1
1864,1,0,1,1,0,0
1865,0,0,1,0,0,0
1866,1,0,0,0,1,1
1867,1,1,1,0,0,1
1868,0,0,1,0,0,1
1869,0,0,1,0,0,0
1870,0,0,1,0,0,1
1871,0,0,1,0,1,1
1872,0,0,1,0,0,1
1873,1,1,1,0,0,1
1874,0,0,1,0,0,1
1875,0,0,1,0,0,0
1876,0,1,0,1,0,0
1877,1,0,1,0,1,1
1878,0,0,1,0,0,1
1879,1,0,1,0,0,1
1880,0,0,1,0,0,0
1881,0,0,1,0,1,1
1882,0,0,1,0,0,1
1883,0,0,1,0,0,1
1884,0,0,1,0,0,1
1885,0,1,1,1,0,1
1886,0,0,1,0,0,1
1887,0,0,1,0,0,1
1888,0,0,1,0,0,1
1889,0,0,1,0,0,1
1890,0,0,1,1,1,1
1891,0,0,1,0,0,1
1892,0,0,1,0,0,1
1893,0,0,1,0,0,1
1894,0,0,1,0,0,1
1895,1,0,1,1,0,1
1896,1,0,1,0,0,1
1897,0,0,1,0,0,0
1898,0,0,1,0,0,1
1899,0,0,0,0,1,1
1900,0,0,1,0,1,1
1901,0,0,1,0,0,1
1902,0,0,1,0,0,1
1903,0,0,1,0,0,1
1904,1,0,0,1,1,1
1905,0,0,1,0,0,1
1906,1,0,1,1,0,1
1907,0,0,1,0,0,1
1908,0,0,1,0,0,1
1909,1,0,1,0,1,1
1910,0,0,1,0,0,1
1911,0,0,1,0,0,1
1912,0,0,1,0,0,1
1913,1,0,1,1,1,1
1914,0,0,1,0,0,1
1915,0,0,1,0,0,1
1916,0,0,1,0,0,1
1917,0,0,1,0,0,1
1918,0,0,0,0,0,0
1919,0,0,1,0,0,1
1920,0,0,1,0,0,1
1921,0,0,1,0,0,1
1922,0,0,1,0,0,1
1923,1,0,1,1,0,1
1924,0,0,0,0,1,0
1925,1,0,1,0,0,1
1926,0,0,1,0,1,1
1927,0,0,1,1,0,0
