,crt,rme,demo,iter,diff-crt,num-crt-matches,diff-rme,num-rme-matches
18275,ZlqrTAzDXLG6HqP7CZfLlbXQmY8A39Gy,Yfes7yOtuWBjmGdmJU8amoHqBnJYBDOW,8owmxjkujYOATgn010l8iJM62JrsKawV,1,0.019,1,0.566,1
18276,C8ASXJiOa1XrWqAUAT4szyPJ2akDSiX9,FC9kfSOSWGTWz3oO7xXqdOpR-31wbHJN,WWQu4lmt5Nsjwh3oAc1gCuLIMvD-uRyD,1,0.102,1,0.566,1
18277,vmcsXMCE-paB14vSFFIt-6FtR2T_u_Qw,hvPUUUrcu5eN-KfB2LUBV-PaB76AlKw9,EsUCEH42Sci6UC_3yHHvKl9kbj5XOeHP,1,0.536,2,0.566,2
18278,_fq6e5n5wcBO9wY1OBN3DDAnUk-h9KKC,mtJWwMaTjzrLMhTFyPXlp76AQEip4FTT,vifRChvm-ho3pM2dDqaWJStj69j--hwF,1,0.546,1,0.566,1
18279,knpACuxak3sS-wuUUCHPfM-w6X5JfjL3,FSVm3j3MOYSwgxhThC-q05AEG2dTmqX6,QoBr8byNqSVQPi0ikasyTbnLARZ2JJb9,1,0.511,1,0.566,1
18280,xjgDj-Jj_0BZ8MGQNY-Gv8w5-zq-2O-i,YgFEQDJiJJ6bONrqXvUpMKloFNo8tJcm,PRRNuWb_sBS6XzBR0rkBj4ra2nS04il8,1,0.522,1,0.566,1
18281,Twl1qIOJBny7_KK-z44aljAqVWOUvr1s,HD-NuYqUf7Bmq7lwDWpMLS5HDZeBQOSi,IuMcb0lvOSs96PBlJnfpylM9NMm7a2Je,1,0.498,2,0.566,1
18282,oGH4GQu57lknRg2nUslEBM7s6bGyZxwV,EgB5IGY2GF2EGg7Ys0iNVApRAkoSrUv2,z-O9V-yL-U88AsKvbgI1F71Ui4OO-x7D,1,0.861,1,0.566,1
18283,OHsasqc9QQAYoZWe7NtcckiaD4amt9xL,i_ykxT8VcIWZSaJGDlLZ7OfRplonjUtI,qUDRWL7MazgoBwrPQlN4BJZroqFB5rWf,1,0.164,1,0.566,1
18284,MGk48g6YhxgUZUHvi9Ya9iScn8prKreO,hMN4rCPpYMnxkivpAuTd_PFM-sFgNI4P,L32meX1MUfLUt-6e9um3q_VNKJYK4dXG,1,0.228,4,0.567,4
18285,QU79FmR6hawsOENHZ1dzH6wgDq5yqL6-,RE-ic05ly0KWKMnvDuznAdxXrIdTD1Zf,qoMakscJZgwOVO4-ivgRsHqMm4j5pM4M,1,0.309,1,0.567,1
18286,vWK_pOO1XlPV9RjmhJcthqiQYLo1u3QB,Z8FYgq8QjFAYBoJryZdK8yJAlT3YiPPA,_cXzDUX7nWkb3dPKURygYr_z-hQd7Vis,1,0.44,4,0.567,3
18287,M8ezlD5yG_s4MVGVqiEUZMUlSGJVkl47,nVFCVsFBvxllKCHZwLlJrG8KturwgY8M,Vaumb5dbRCqX2-CigK6T7klZ6T1OkSSq,1,0.34,2,0.567,3
18288,s___Y6aDDXV2AKjhuUkcLJD8bUIa1_UD,beCw0PM3F4Vz3GyuH_EtYOIx6oqAE7m9,sywczJ5zdJnqeZn1CVhDKQDe4GTvoAyD,1,0.083,2,0.567,2
18289,NKxw-Z1gU9UFNMLxSPcCeGXKRqkolo0k,purEK6GYd53lSAzNNEZRHun7smmnqGog,RQKU0gVPdVrQ9n98kC8Tuo016PCtrHHj,1,0.025,2,0.567,1
18290,PIq7ME2gpayNo4vjQTFAlTTL4ZqH55Sh,Yz4CyOKWzfdC3GPbONlXkyaNq05aJb9F,A6N-InxcWNWhWatza6gYs5-1Too4EBJq,1,0.217,1,0.567,1
18291,zrens4SEwUq2YqvvpX6272xI4zQV27al,Q0o4LU8zOKpsciouv_Dgk0T63q8COVUI,kVaQaYfBfuajnXqBtfXOKOLtw-4Ndnpi,1,1.042,1,0.567,1
18292,A35f3aig4Qd-LK7DQ3Zj6MZlVYxISagT,-lSH-_K7eCZ3xy7jtrJkXwrtTCCS6u0Y,Y3CGLpuhGUsOp4X49VWL2yc3fQCikyGo,1,0.465,1,0.567,1
18293,l4CNsP2BeVJIAEX_IQT3fY-OIZ8zAo2E,VOvO71ckUdgTmznZfhIsBdAkBG70pPAN,g0eGegJOLi1NqjDlgQo9usa9366VUzVe,1,0.081,1,0.567,2
18294,HEp-PTH2puvF7Jv3hF1xtZQkBhwV2cEW,Z8-Y1N7YXFkgCBaC5OBWZkak-789LvZD,KFMxAASCMee9KrfsD8H_hLBIg4OmQCVl,1,0.359,2,0.567,2
18295,g__oYbTFtkclo6cuqLH6_YrKU37wn0K-,5IXYoIB3BBGVNryblkJVvtqDDBk93J_s,f1vZFlNyrtJbNzrAUv2-PLhQkR4FQgy4,1,0.634,1,0.567,1
18296,axfPsgKSNk6fBjP0rRVK15KASHJqQ7ZG,KvNkE--mq6LltmEAsQCGkYUhpaXhyBWf,YGc0V18qT8UIF03TBExBNyNaEIjHU5jA,1,0.385,1,0.567,1
18297,56zrTFwGc58joH9uTfB0LaE2PpAG1L_N,_V7c_xmYOPmRgQh5G7A3j8fuF6O-4t5G,adROQdAN8NFMQs0Uv6ettq4UYAxyx-vb,1,0.407,1,0.567,1
18298,KHK0AE5K24zZeX9QMPTH7sAUuw1yjnN4,9WEoff_kkrvaG995XnqXIAxAs7LVO1m4,EBgeB6G2kLhXoEsXvqJpOq-iXCY2LicP,1,0.19,1,0.567,1
18299,McsTSBHJbyQvShyg66QBW5Ffc68lgaMy,Hm-P0H8Pry_Q_9wTkmhd7Z186vIv8DoD,r7eqPy1rhXkxPEqWyG-7i53B_5nywgb0,1,0.006,1,0.567,1
18300,HhRMpv8rFNivSikd68eh8ZmvyscE9O2Q,DSdgYqD9RqGIhUWC9tEMabTeo6uVTK6L,nBIcIWQvM9o-AQVL539eQ2D9g_p2Al5c,1,0.128,1,0.567,1
18301,4J3UETy7_0AuGzya00AtcW_z8x7N_xol,1b9pQ4d16LnLD4Mjh80dJ6tMuget9jL9,gd6lC3Px_f8EScPKVRegNGY1JDLVpFdE,1,0.704,1,0.567,1
18302,K-FW_E5jCOXHrq7Fwihb2MZNb0wFaRWd,MRFMWtMMegez7TcYboGT1KyXNaZ2EKo-,mGvOwhuCUpTp-tEi5TbEe6ZkjNoy-aXa,1,0.596,1,0.567,1
18303,m-IFUMV3tyrPIiTATobcUEqTYtoygIIY,-Zmgrm0DZPBMS-1TEXUT_4ZGaK15XGTR,2lug3WvD50JYylOXhCPzBxhOXF86-B3s,1,0.472,1,0.567,1
18304,z8ZFROaL4wztBu65Qscm3N3gDkgl0Mew,i1m9XIfUf-wHP0q3HDpmeCDOM18agc4P,2ru0KKwwiBM2WEj0JWlTaeP0TsHMXY_q,1,0.05,2,0.567,2
18305,Y6qJlg2sKlgQbM7Nn4PxuOJdg49pu--a,IXlmDpeGaFFfzbYNoDEG18lqOLM0NXkr,J9_KnqtCNc4iEi1VpoV8xS1g9SJfzNYN,1,0.302,2,0.567,2
18306,xsJMmGBAIQfLl9rhuYyw3q39RkWsHMDX,LdepL-q8tQ3Y62qv9Uk952XPqXrdWq5V,cOZ1K2Li5116_F6hJxH0tV4pUuSeKQ_g,1,0.106,1,0.567,1
18307,PQeP067FNGDTt3cHj4NUDh_EgpqpJ5-J,WzlpPBi-pLcUC38YzgOb5j_d1gLdrWZp,8OCAOCkIzvalvOEfePi-447IUZDmL_Ml,1,0.098,1,0.567,1
18308,ESK5B-rqF15lWN6BmN0MehB-YDDOYyeP,25sopGIJA7CVYKmNQXE26EJ2Z1AzTpZH,1wWIxc2J40w23hutKIFEo69BWP1BEGla,1,0.032,1,0.567,1
18309,Ptz-r-D8dEgNH4VJRacs12MGm1-eZt8e,VQcXEHRTHxoJ_BW3kSqdp5ee1yKS6b3P,Zjm_zJq2Js3PnXiGg1kG1NYwP7msOidQ,1,0.545,1,0.567,1
18310,qLy792IqE8SlJf5-WUfnRrommaziASdv,xFUwdxCtFYA_ihMvF9I2PmoCHgml0J2e,LU2a844-Lg26CbYuk_J4MGnLOnuvJZ6B,1,0.361,1,0.567,1
18311,M9-NoLqjddeS4XqzlW0LrgZUcief4R4e,9TMfEy9cj6sxbTfRlJtGckqwesq6VqJQ,n2lrCySNwZ8TEkREYwNCB6XI2VEdm623,1,0.453,1,0.567,1
18312,10IWRLO23dpm7d62UyX6Nz6NCyZZiOm_,C5Bh-9wsrwCFpkgO5tpvdWrnLPg7QEac,isA8uG_69cwMEdJj3nAAZ-YmwSXQpVp5,1,0.542,1,0.567,1
18313,mNF9nW-9sWIji5Q0sHWL5ACgmMacxhiK,4XfnkgURjJUFxy1PvaAwQXPkqNVtM5VJ,4ttcPtRR3IWalPV0suEWEC7hDcjXelro,1,0.066,1,0.568,1
18314,CxaY4edVZkuE2YDzJKkYKZ_ci6yNzLF8,HlTuTvZ2ZdliWKrNnM68VwiCR2P7Rcy-,O4Hc42m3SfytVXpjR_yVLE0l7HQkr6Ql,1,0.299,2,0.568,2
18315,xKjniahI2teZFpJXrkGFgZRqmCta8GI0,xJ8SEuzBPGa76dZ_lVcc6bQ4bxV49GKW,sGNtwNhPZD4FJwSzVBSoMvCi7jsiHnR-,1,0.257,1,0.568,1
18316,-rBjsp4SXWL2dxplW9Wmw7gNySLETXUy,xMEC-ef3ui8CZzeMiYCUw8enJXxOStcl,zvQr96Wa7SgTCV4aTo-g5xYMNst6Q75m,1,0.066,1,0.568,1
18317,a8_HkdzCRsJUsrNcC8WLS_QazoCXNUOr,kP0G9k9UEKlkY8EUSush3GKqVaBnEgQw,xiq0DN_vCsYYy9og-fOGw7MeD99w47DT,1,0.499,1,0.568,1
18318,L9-nNG4WzRTC9LNNZqzpCp93AOp9FFMO,OEgYSnmqvff2nPfvwMG6hfYhYsCmPU5j,arb_i34wa5PdVqpAVl_Icc1cWxQah2Ck,1,0.147,2,0.568,2
18319,4jjqRFqND8UIR-CzCK2siBWvTGvXF22X,v50aq49CVzLcZ32j9F0MsDjcjj1Rvt2t,hM4NXsWrmJFTL08Hi6GgdFWuJ7-Hps0S,1,0.065,3,0.568,3
18320,j6mIwsUaZIAyimwZM3Yi0i7EE9Irgx9R,Slx5Rm1Kbl8tHr2iDeGH4liL-QVELcIq,-cFRSuEeIJ7GCq4ni8pDrM0ZN-XdKYN6,1,0.703,1,0.568,1
18321,hPJgiPIzQhz3-OcfJPrpaXiRWYOg3snc,qMpuDNMjsz4kSMMCp1cBRUkPUx9VHWBZ,W1sUm4-w9WiLddCTeaGdRXLOQgYKUCp8,1,0.569,2,0.568,2
18322,WW8k-DIDHQkGMYCcxLLLThVUMgIyrWAX,9r-zI-tcrCKaEe8vKI3WsIZ5MFcKe5rK,F7ZmGtZnvDWliG2CnNbTheFx_zV777EL,1,0.267,1,0.568,1
18323,OZqlweTWaJUCa37vUxNg-ILM58qNNx89,jxIyzXMzB_Cw8pm6XWkOI87-dMxi-sIh,BCmLIpgbKIxIoaWiPqTduxcWGpDIhQyH,1,0.631,1,0.568,1
18324,8gDN6j7zLRO0DgzrTSPG9FP3P7G59gyA,Huyr8Y6zbzt6yzeKeCP2oh9lLhQ7l6At,pxd4CymFgDSCOS9WdS4_s0jsWWagqx3D,1,0.366,2,0.568,1
18325,7oOTb_i-gRzJdUKTWabg9wFUjAEsf9b7,NG8hCNg2-wTkR_KhXGjFeycKoJmrjEdb,hRneR9F7wKAKRqiEDgDzNtVdBRT5YL68,1,0.372,2,0.568,1
18326,giJIiP_FOW7IWc5oFsCziA68Ndveqk33,HYGnRR_j7uFAvoXJCLIQ4PW8xWo-y9np,W5PWdhjNSU1kaofa8R3WIVO241631R3g,1,0.608,1,0.568,1
18327,ut3v9RzcsGbI4SuXtiOMHukzkjMt5xf8,fqKt9RZCRmilAkR71CtC9Y4A1ppzZK0X,jYRhNNvwdjojnpQhsMHlt25j2srVFbvQ,1,0.485,1,0.568,1
18328,vWQYUOumo1KC8_atZJFQ7mOUBbMokNWZ,lHHmAp7xPygGp23_TpAwANW526OVJ-Rl,MXC9LAUwXCUbf6sbr9itjMmnoxQ2SiSM,1,1.319,1,0.568,1
18329,LBWHVxozkiy78GSNcAWOQvq87cgZCkW6,LjQvpa7FZbUKsrQd5zueVJDHMcxi9io9,yvigtp6fk2zhx-cyKlxqsoKxD2ymYL41,1,0.016,1,0.568,2
18330,UnsO6s9BT4QH1Zq4qD9CjOgeoB_TdE03,Y8iX68kA8jMqRIKr6Jz00NyHuRr9m6Oc,7e8Zr9pmTtn896zEvK8u2OqQe9BtbUTL,1,0.395,1,0.568,1
18331,-AxsrS3xNeZ3sUQNWGkn0LP8qNRJHM7g,gSlu5IpHdh2ZpthXRgmxl5zUCGf0Pkcc,tpnTJLxsLAv1q1kZ-fT7BRYNgU9Pv82b,1,0.248,4,0.568,3
18332,r7tx5-CV7eU-8X7LtU5gAlQ4VitlCy1J,hwoZ0OpcqZsZsOgZQiBKfWZTMnDprvPi,sA9FVsKqqIcxKp2dBGWLkUhJ_Yrib-6C,1,0.16,1,0.568,1
18333,ZnnkOwMxtTRlKOWlsRynS5RnCsWdq4Nx,7bNTu3VlbHD0E5xARmdul4X30rnSJnz7,DJkLxCQME-NjkmYETDWOUnFEd3PpiCTg,1,0.417,1,0.568,1
18334,YeHddenCaaS53txc3F4AmmCo9gF4gTIo,ROP5XJSERRO1OtJgsxE87tM7KUAgHbq_,LDRg1ETi39eYpvVe17WcTaHEuq9GzdnS,1,0.25,1,0.568,1
18335,cjEYerVb6ED6wPDMPdfNClkMPD69Zrze,ABC4S7KWsRtFaNHZoz8g7Cryo4NwQ2jo,4jvbYDSz_KlNahwvr2coxGh9TB_Pn9ux,1,1.4,1,0.568,1
18336,qt_90e8BaCM96Rr0j8oJjCGd_RthXGay,VXaK62lkZ-oRzCgxgILgl3oHBAx-ix-e,Qx-FqQxQlVSJEeJHR4cDfXM2JPLcJnMA,1,0.537,2,0.568,1
18337,V6aZm0nu4IzlhCQNceimP6kyVYS4r8wa,F-OW3qi5WvQ_BrhbjT5YQU1TFgMD594L,C38n0Suyg8jRKSqCQ3vkGvh5aBzn32FX,1,0.215,1,0.569,1
18338,1eyQGuB6DkaVZVfWX3up_R3xKOYYH-RO,TKro3eVXL_lGkvq7ISKrPl957j-MMxwG,kg5SE9L-DMIUKj3k-Z_wQ-fe6Rbhn2DJ,1,0.888,1,0.569,1
18339,mV649oj7kuWl-4YlGOMOYspjaGmps5kp,lNH8NhNhmImulwKK0ZBioC_w2snQh-qm,UkQ_TFPJUfTGYsSba3cSY2fD2bbZGKCQ,1,0.398,1,0.569,1
18340,Kut_pN8AvaR4nYVLhhR1W7F_yO9DRFof,HltD5qN7TBhEN0w4WKFkAQIuczbnx4Lt,52tbydTOsf_VyQYrpKzieNnxZqO3pl8B,1,0.432,1,0.569,1
18341,rnhM0sJkZyG78Xemz1Qa4kVtVZWPGVyQ,4bt9OkKlKtk0Ew5UtUSK8fkgOO5z67MG,Y437_kLMZNv11M4kyrNQinnYOUBt0I-3,1,0.61,5,0.569,5
18342,psjbVu5BGK3PQbf9aHITYbYstMgsCAq_,bKOwxg2uFm_e0P_Wl0uhr8HHmBQgysfq,oxntbPofgptKYZhFXSaccOw98O7eDy2D,1,0.705,2,0.569,2
18343,CAnLhXqAXKJahkCDXMPr3_g-Ny_TEnPr,LlbOjMJs76kLfKFfrzRNFJU9wtAnFtF6,v6ANMuBDZ204nkYrGOTEtNkAL4145eN-,1,0.2,1,0.569,1
18344,aAkWCUtSE62aY59GJVNTMvhEtvDAtXan,fZeMYTvdYpUckeGciaZDWX2sH6JbTC1D,KbzSa4n1TgHmFhist5lLov9RuZhzIqNX,1,0.528,2,0.569,1
18345,rtjm6DIJUGiIycg24cuMYt7WC0HIHokX,mR_FAnxBuOeRXeB-jvOupj7rkjhxG4t3,MWOojJkR3riT-HxgfUCL5T_5q0BjFzmH,1,0.48,2,0.569,2
18346,6Z2nHgUi3N2KVKf5cPRgvnDLY1cSzr4g,_TPj0RS4BYRDnMB8GZjQxPcXLsM4BJud,9NLypGUWSkbkx_rEC3SPFjJPDwZlJzm7,1,0.121,4,0.569,5
18347,4A8uEwYmYpp5vwLLtei-xUZM5IR684wa,T0NWd81wTM4JJ79j_NTJPN4PDwTI2lfH,w09MsXKAlmzyAurQZH3sXWYzy-BTviNa,1,1.012,1,0.569,1
18348,wsoeyV84K6nScFADNMdJiy4Cm0KbbA7y,W7j12MI6p3ROEc5QBqCeojvhwyRZIHgY,IzZEJUtUqvp06JZ3cbUo0q-i41VGIfJ8,1,0.563,2,0.569,2
18349,-UwtxLRwi7ElvCmylZFRb-ddRyq4Md-A,LK70lecyglo8JF55vDTXDUiZGklvGzWS,UzCEIq_z_DUjORLZyXkDEIDdJ79ejCUJ,1,0.206,1,0.569,1
18350,62Ut6K8BijVxQsXps3hdRPFIyq57airN,Oc7VUPmVV3oc99g148D0fl54voUPWurf,YMMEFe29Z5X7D1dM4dbCdzndxC-jPQGL,1,0.157,1,0.569,1
18351,0AvqMzlA9wMV3tEv8DptCbl_joPEZ7wE,37XJqYeni5UBUSnWqDhiCgCm1flw-t0y,bpXlyouReFAyPUs92wW0c6Ggn45hbfmX,1,0.033,2,0.569,2
18352,9rThzIe6nKszYnJMEvkoWo_gSW7wM4oN,mNBrWitHBePTjGBvYNE7Vv7NE9vI4v_N,vjcYdkD0yU4UWv9bfUfi7JKB3USMUkSE,1,0.346,1,0.57,1
18353,k9Dpmq2Kp0HJhve8l0isRd-8U5XWFjxS,_mMveQ4qC1IJ7Lj6eEX5SzYmdi621EOW,4wb0snUlWuOd-ZOdc7GG586J377k_uBA,1,1.196,1,0.57,1
18354,Tsmn2DNpUH9K7ABEnxcZDf95K0BjeynO,uAbPneE3Y3TLR1o4QwPVUJuAsKqpDLNm,Ky9WO4sgmX4K66qI0AYz3ngnQUbAELpE,1,0.477,1,0.57,1
18355,_FTOrGL1fdJeH2tA2qBs-c68t7wKB1f_,A-D1XhMwdbS_l3CNAUM3ZrWUr4Zf24ln,wJRIhzL5-pqf6QB1-HK81Gx5OlAg6meD,1,0.078,5,0.57,3
18356,Bk7o-CpQB9xMtLwgA0fnYFftbuONOqJV,z1dBss_Amb8ex1BeNqJOrYbRmfc_4bHm,NSzvIyS_Rm_vijNUYO28gbbD7Fbc3m_w,1,0.545,1,0.57,1
18357,KHZRnkMzoQqKen6OXhaxXltAqT7kor3o,nhR7VblXYa1qSGrlziFJdRWJXTnKHjvJ,RKl4tGzcePeiazkC38e4r0UvXOmGBhz8,1,0.121,2,0.57,2
18358,-GGnW4j65UTmPsJkQhMOtXvFJtl9tUKk,AZlRQTCZPhQysrLIfPCp-KLGnOFy6mwo,ddYPVw7flu4ug_CZS8ob78S3Qi81tuj3,1,0.282,2,0.57,2
18359,4-2wu8ai_AZfxOZLHgL3tzm-wTIDpUcY,6nRuN6mq4JQuIELfoqZPAky7pnjoHhpA,ydQhHb7zAxQA0BWlxjaDLVFlWG9EbwIm,1,0.648,1,0.57,1
18360,zU60o9LrBrWvyOH8kwKnwb_cxleSMKc0,4sCuGgCWf96BxsHW5oJiBnEfbE_KYuBo,OmcN78Ak0LFZAn6HwfJZoOQGAysa0e9M,1,0.421,2,0.57,2
18361,FGEUdcJppMe4EE2SoAU9clE_e28PyWfx,suCdni6Sx903sLREXsOPnZRzc3UHah4l,CBnsS34DW-VC6I1vyeTGsvovWobNlzcr,1,0.22,3,0.57,3
18362,cP1OSL-6EBMBQcUpt9UYcsvb6MyQMWwg,7TytLB3zcqdG5TH0nz6lJkabD1MF29jk,3iAyRno9NO25dlPoB9ooI2hJRBoN-hHA,1,0.489,1,0.57,1
18363,czqOw6jRHgAgKWIxs4QXTVBZMhePx73Z,GIvpHbzO4_8xE5CxZCdOZQ49UKYOqPQ9,Gz84G59vnBh1u1P-O6eHZXYiLN7LLdRy,1,0.774,1,0.57,1
18364,7Ur9LR5tdzUDEKYlnpbV244FdwItUCOb,MUbI094fylXi7-agRdc-6buynoL1_5RO,IgUPY-yfphLy_5NIN5o6ebeugRf5Cz1u,1,0.218,1,0.57,1
18365,cDJu8CyW6j6v0OvsvEhsptqv9ALdy_J4,wXc4HSVZj32d2X60R3Ji65ixdBWg6XmR,YjE0YD5dsWXD6UO9UN8pSrwfVwYoZGwx,1,1.176,1,0.57,1
18366,M234uJ2vqJ6JbiRIHPV_Yo8AsFLSHjf4,2tGfh0T2bqm1qZd2pKzew9jPI5c1vPw1,zSTaTb4HXyRWX0ISied8tk_rmUF9LfC-,1,0.123,1,0.57,1
18367,UtM0sxxhx2bu6doF-F6udeEyH6Dz3ip1,T0e2HMr0RuWQnnupoenzA8aF4w0BSimo,j53mq2v1z744PJSt0f1tXxMHdeH-0Xhe,1,0.308,2,0.57,2
18368,itwhE8azhBKAvcG3ab0TYk8qOVGwAL0l,ofz6jj-ENV87QRS7m6JlkS0m2MN02Sn4,B6WwzYD7MMOPV9pGGNYYB3mUm1dsQpXv,1,0.966,1,0.57,1
18369,t3aubKbS6uAUW9B_FTr0iFSGhwz4wqSi,CjTR5AxKIN4qt3qS6gTDA2BxzGvnmbxQ,tYjfSbLWyDjwGUbJOABmRMS0sv21Pk76,1,0.01,4,0.571,4
18370,LRlHlEwnedqcDAW80F3ZOIHkQ4fNcneU,LgLWd3essqRrO79cLiRkMYwxpeC86SAp,ZZ2wam5m095wC14_8loA5JXUlDjoP24Q,1,0.076,1,0.571,1
18371,Bd-4Q6s96TsRaaXZStGpyhle9xcYT9nR,Yzb2IVIFSzdqc9dUT3iFTrzXgJhESgGn,sWYPy8NpXCm7xjuetONtJh4HPLgyreDv,1,0.973,1,0.571,1
18372,8caZXOS75AJFGKksBxCrjASU_sl2Db8z,KUfG1JHPI6n_XGQxEd1zzUbsmFkRLKz8,TD-YyPihzdi1OHZl701p_i6vYBuoOqVJ,1,0.569,1,0.571,1
18373,NS1yPbviuZDJBkbCMcONYEhRmlK3Epei,k0T9OAooVVsQsAL4_GZ0QFGdHLfZU5w1,QsPKrbu771lNkYkMQQV1zdl2JjTgyEDP,1,0.862,1,0.571,1
18374,eAwh_LLagqUOXLEZMV354K2QcTj-M--s,tBNYJw-gXWABafM2x4R4sc92K94tAl_i,7SL5A992hLy6pt_sQKkZc4qOarA_exbz,1,0.041,2,0.571,2
18375,huckFvWnfOSEfUBRQ1-KoNontrqqdLOD,yhnRsQY5EAfwB5XdMvU_aHhcGpyKI382,bFPsqpb43kC51g-fgBJ6n4IetZRvpLvM,1,1.093,1,0.571,1
18376,RcShk86v82kPplG-guwVxVuiH5DalHcP,EJJKXH4kAg7K3vN-M_6s5ALN9PXjjg49,37gLs3l2OovnHioTOG83BZNwI1aRrFkP,1,0.792,2,0.571,2
18377,6Mu7bh_yetCSEjMLkntSvXqUECbBFdSu,RJ9gY0kFAtL-sYamMll6NlTgvZwo7S_r,ZEpQzT5F__bHRAh8KS3H33ywzJSeBMoV,1,1.199,1,0.571,1
18378,_lu3lC0WGDYCMhRvoUQ4FVMqhkZq7Wh1,_gnxZvV99aXZh98KIZEsQL1lei1oTLOY,P5GI8Mj54NQkf2atxfbMQ3oLJbFhzUMe,1,0.564,1,0.571,1
18379,PRqf5ECWMPIDd5gDkjqheve7rL42bi4n,riPKiG4X2dOWFmjSkyOt6g1P0nCwD05_,wAB8iyid3x0AX03FvdD-Spx9nJjQJ5rZ,1,0.033,1,0.571,1
18380,8HWlvkSEThQOJthIIIxmvIFmEWH6F07p,AhyJKvIboNxds6naYmthckZu1ShcW51W,XJIV1lvgPtIt8CojnXqrK4RYMUUT3TTs,1,0.153,1,0.571,1
18381,zHpqeoYh_wj0vUbvJRlGivjf3skzvgbl,emUrbhh_jQOT4qAnGBP0DPuqPRjHdsiU,qAFFMKlKozNWkrKqNfTs5-10iaZrB7tr,1,0.139,1,0.571,1
18382,eT9QrigNAS-pxvucTVeatd3XoARqVpZ0,s4-dCi6qpCQKxDaHK7REQ9Yfsx9hdj-1,n1EJqtgSSco9w-68XDkMOHUgPBFvb4ee,1,0.141,3,0.572,3
18383,c2E9RNkUOUCJr-Ll5EwHmmkvumONWvSf,0gi6xhv7VVkf_tJ1u7it_7LNwNfPh4mc,7uiT1tMy0l01TDjtISnj-pr32DpGEkEe,1,0.411,1,0.572,1
18384,s-hEGI_RZ-t68lOwUQEHrlWBe2vCu2tt,7dKizWlfccnZOTFvsVf0QCtjYAXzE6GT,N_AuZsM_KgdcgJbcdtG-_iq2SImsQdfY,1,0.096,1,0.572,1
18385,tZ7bGSYs0yJ-gGpmemXVJC1uYordM1u-,WclgNF4jdCBpeIR1nddkV2NrS2BDGjxG,JnRT4cT5jZa9T8ZLts8F86XAe0kIEdJi,1,0.073,4,0.572,4
18386,Au2JYOg-rMTle8Inze-t9c_rUGHe2Y6G,I7a5p4D-5d2D8f1eRRbHTMIlbV7Eh9X_,E7cScZUGATU1Vsq5MvftKR-_bI1BIRLa,1,0.572,1,0.572,1
18387,SCWPud8qrww3gR4ycakfwcLtw6Gb574o,gOxhuiGRT0ho-ZY7KlhaR1_Dw2cZ64Er,84sHG6OcxY2TMkKkdXS2zTE4xnNCpfUS,1,1.072,1,0.572,1
18388,_5dt5_XphqTNbMHSpcApk_tZlqDfPjxD,CzXyNdx3qunSECEeqN1h5zgIl2-uOo-_,mv0Y9nC0eXcZaEYSNx0UhcnMCzjs5CBy,1,0.318,1,0.572,1
18389,WpYMbpD-DDO9RAJ4L0FWCtstuNeAIXwC,DzpRblk4GQBYQXPpmsbYXXz51LjSLfFU,aj-sBokrsC4HwZrIeV-5H2POLwADI0_r,1,0.183,4,0.572,3
18390,W6dbgxDBXlqe0jCX48pCr0cWMbJQzNqP,3KBZcj_M2RGQtPWDkhzdQ8BywISPMmbl,-8_JDx0IwwFyr3EKfQO97jGDZfz3-vd3,1,0.286,1,0.572,1
18391,PFbkwQgyw7bJMoznb3B5mVwzgoQ3XlTa,HsNOfJ9KgLpMskaX0Qj38MndXRn8h7jP,lVy_LGMJny22Nheyn8Kjxea3ryzfjNOb,1,0.257,2,0.572,1
18392,eFecjDK_q_AggoqKroDyIw1aREa_hDC8,oIszZy-KVrH16p58Y9k6KkMGdbhUhKMr,MAKpxn4L4x-_Kc2Jc0P8mYr0SwHiNheB,1,0.619,2,0.572,2
18393,tiRF_2Yl830VN_QPGHJDByGJbLbAyvsK,0vFEHn6nOv2en1N1hjKE3RUuFY3XW12e,k4AjvoGxlv_4ffcVihPzcpKNsWb-C3V5,1,0.064,1,0.572,1
18394,6gfdV3uHoXQvv_JPJTV4vZH9RpOROeV9,_SEPZExxhADgEuY2GFYvHqX9ppECYpzj,26WN9If6x6YLj5TpLNgz8ToFHNgHXpsV,1,0.301,1,0.572,1
18395,EtXqyno1bZJ5ZVpH3aNQX-LeBdDfud-b,nrIQGlDUt15lgbxzS3jXP2zlsVrF148P,07kAqMSXXdQ3QhQ6LTe56d55tsfvqnZU,1,0.875,1,0.572,1
18396,VWAvnt9KSq5X7H-xis1ecBuZWGvwn_4B,ZrF5C4d0k7ivmbVoyWNT5RLN8TWn3sYf,6ClMNTViWH_hYTSXpVrT9LbivdcV0WFm,1,1.043,1,0.572,1
18397,c-p_jzUHhruNQLyLHgeoyoGO_X9jHkE7,IwbXwYDzZoM8LO6o0HKS52KoUj0aI9Xu,Lbrx1OCgcb-HdVyZEcOcMUKK_9WIOgoH,1,0.669,1,0.572,1
18398,CjY-KEpZb7Fbu_69ooihhhlo68WbUeED,eiHama4zeVCrsehorDwfdw2dzvfoQMFS,mc0CNJtMtgcXcmxjiaKla7iHoJXxoBZQ,1,0.657,1,0.572,1
18399,90F4U33qfRz58AD136uohXpZ3FdO5fUZ,4SqCxnM7lhNQyVoBZzRAFcZkZMj8aPsU,-99mhS5NTrFWlOA_3JZUSPQ6PIUboef_,1,0.42,1,0.572,1
