statementId,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burundi,Cambodia,Canada,Chad,China,Colombia,Congo,Costa Rica,Croatia,Cyprus,Czechia,Denmark,Dominica,Dominican Republic,Egypt,Estonia,Eswatini,Ethiopia,Fiji,Finland,France,Gambia,Georgia,Germany,Greece,Guyana,Hungary,Iceland,India,Indonesia,Iran,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,"Korea, South",Kosovo,Laos,Latvia,Lithuania,Luxembourg,Malaysia,Malta,Mauritius,Mexico,Monaco,Morocco,Netherlands,New Zealand,Nicaragua,Norway,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Saint Lucia,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Switzerland,Taiwan,Tanzania,Thailand,Trinidad and Tobago,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Vatican City,Vietnam,item1
8874,0,0,0,0,1,0,0,1,24,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,9,0,0,8,0,0,0,4,1,0,0,19,2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,7,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,4,0,0,1,6,0,0,4,4,3,0,0,1,0,0,0,1,695,92,0,0,0,3
8875,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,569,75,0,0,0,0
8876,0,0,0,0,0,0,0,1,15,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,571,74,0,0,0,0
8877,0,0,0,0,0,0,0,1,15,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,571,72,0,0,0,0
8878,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,573,74,0,0,0,0
8879,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,4,1,3,0,1,1,1,0,0,0,572,73,0,0,0,0
8880,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,4,0,0,0,1,2,1,2,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,570,73,0,0,0,0
8881,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,5,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,574,74,0,0,0,0
8882,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,0,4,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,575,73,0,0,0,0
8883,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,573,73,0,0,0,0
8884,0,0,0,0,0,0,0,1,13,3,0,1,0,0,0,0,3,0,0,0,1,2,1,2,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,572,73,0,0,0,0
8885,0,0,0,0,0,0,0,1,13,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,14,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,576,73,0,0,0,0
8886,0,0,0,0,0,0,0,1,15,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,575,74,0,0,0,0
8887,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,2,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,8,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,572,75,0,0,0,0
8888,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,574,73,0,0,0,0
8889,0,0,0,0,0,0,0,1,13,3,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,5,1,0,0,12,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,5,0,0,3,1,3,0,1,1,1,0,0,0,573,72,0,0,0,0
8890,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,2,5,0,0,1,2,6,0,0,0,0,0,0,2,602,104,0,0,0,0
8891,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,7,0,0,0,0,0,0,2,598,105,0,0,0,0
8892,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,6,0,0,0,0,0,0,2,600,103,0,0,0,0
8893,0,1,0,0,0,0,1,1,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,6,0,0,0,0,0,0,2,603,104,0,0,0,0
8894,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,10,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,7,0,0,0,0,0,0,2,599,103,0,0,0,0
8895,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,11,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,6,0,0,0,0,0,0,2,603,104,0,0,0,0
8896,0,1,0,0,0,0,1,0,18,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,7,0,0,0,0,0,0,2,603,105,0,0,0,0
8897,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,7,0,0,0,0,0,0,2,602,104,0,0,0,0
8898,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,6,0,0,0,0,0,0,2,601,106,0,0,0,0
8899,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,29,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,6,0,0,0,0,0,0,2,598,103,0,0,0,0
8900,0,1,0,0,0,0,1,0,17,2,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,29,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,8,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,6,0,0,0,0,0,0,2,599,106,0,0,0,0
8901,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,6,0,0,0,0,0,0,2,598,103,0,0,0,0
8902,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,29,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,7,0,0,0,0,0,0,2,605,103,0,0,0,0
8903,0,1,0,0,0,0,1,0,17,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,7,0,0,0,0,0,0,2,601,103,0,0,0,0
8904,0,1,0,0,0,0,1,0,18,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,28,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,7,0,0,0,3,0,1,0,11,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,5,0,0,1,2,7,0,0,0,0,0,0,2,600,105,0,0,0,0
8905,0,0,0,0,0,0,1,0,19,3,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,16,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,8,0,0,10,3,0,0,3,1,0,0,17,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,8,0,0,2,3,5,0,0,2,1,0,0,3,635,98,0,0,0,0
8906,0,0,0,0,0,0,1,0,19,3,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,16,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,8,0,0,10,3,0,0,3,1,0,0,18,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,8,0,0,2,3,5,0,0,2,1,0,0,3,635,97,0,0,0,0
8907,0,0,0,0,0,0,1,0,20,3,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,16,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,8,0,0,10,3,0,0,3,1,0,0,18,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,8,0,0,2,3,5,0,0,2,1,0,0,3,638,98,0,0,0,0
8908,0,0,0,0,0,0,1,0,19,3,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,17,0,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,8,0,0,10,3,0,0,3,1,0,0,17,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,8,0,0,2,3,5,0,0,2,1,0,0,3,634,97,0,0,0,0
8909,0,0,0,0,0,0,1,0,19,3,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,16,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,8,0,0,10,3,0,0,3,1,0,0,17,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,8,0,0,2,3,5,0,0,3,1,0,0,3,638,97,0,0,0,0
8910,0,0,0,0,0,0,1,0,19,3,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,16,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,8,0,0,10,3,0,0,3,1,0,0,17,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,8,0,0,2,3,5,0,0,2,1,0,0,3,635,97,0,0,0,0
8911,0,0,0,0,0,0,1,0,20,3,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,16,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,8,0,0,10,3,0,0,3,1,0,0,17,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,8,0,0,2,3,5,0,0,2,1,0,0,3,638,97,0,0,0,0
8912,0,0,0,0,0,0,1,0,19,3,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,16,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,8,0,0,10,3,0,0,3,1,0,0,17,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,8,0,0,2,3,5,0,0,2,1,0,0,3,636,98,0,0,0,0
8913,0,0,0,0,0,0,1,0,20,3,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,16,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,8,0,0,10,3,0,0,3,1,0,0,17,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,8,0,0,2,3,5,0,0,2,1,0,0,3,637,98,0,0,0,0
